Course Code,Course Objectives
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2000,"
At the completion of this unit, you should be able to:

LO1. understand and apply the physical relations and mathematical modelling of fundamental problems in engineering structures, fluid mechanics and heat and mass transfer.
LO2. creatively solve assignment problems, which focus on real-life engineering challenges
LO3. have developed proficiency in a structured approach to engineering problem identification, modelling and solution; develop proficiency in translating a written problem into a set of algorithmic steps, and then into computer code to obtain a solution

"
AMME2200,"
At the completion of this unit, you should be able to:

LO1. carry out basic engineering analyses in the fields of fluid mechanics, heat transfer and thermodynamics
LO2. understand some of the basic equations governing the fields of fluid mechanics, heat transfer and thermodynamics which are critical to many engineering applications.

"
AMME2200,"
At the completion of this unit, you should be able to:

LO1. carry out basic engineering analyses in the fields of fluid mechanics, heat transfer and thermodynamics
LO2. understand some of the basic equations governing the fields of fluid mechanics, heat transfer and thermodynamics which are critical to many engineering applications.

"
AMME2200,"
At the completion of this unit, you should be able to:

LO1. carry out basic engineering analyses in the fields of fluid mechanics, heat transfer and thermodynamics
LO2. understand some of the basic equations governing the fields of fluid mechanics, heat transfer and thermodynamics which are critical to many engineering applications.

"
AMME2200,"
At the completion of this unit, you should be able to:

LO1. carry out basic engineering analyses in the fields of fluid mechanics, heat transfer and thermodynamics
LO2. understand some of the basic equations governing the fields of fluid mechanics, heat transfer and thermodynamics which are critical to many engineering applications.

"
AMME5790,"
At the completion of this unit, you should be able to:

LO1. develop a conceptual grasp of the intricate relationship between mind and body which will allow you to evaluate different forms of biofeedback that are used for diagnostics and rehabilitation
LO2. apply specialised engineering skills (mechanical and electrical) to analyse the performance of an active prosthetic device (e.g. prosthetic limb, hearing implant or artificial heart)
LO3. describe the operational principles of a number of implanted and attachable biomechatronic sensors used to monitor and/or stimulate physiological processes including those associated with hearing, seeing, thinking and movement amongst others
LO4. demonstrate an appreciation of the basics of the signal processing required to interpret bioelectrical signals and the ability to develop MATLAB code to perform this analysis.

"
AMME5790,"
At the completion of this unit, you should be able to:

LO1. develop a conceptual grasp of the intricate relationship between mind and body which will allow you to evaluate different forms of biofeedback that are used for diagnostics and rehabilitation
LO2. apply specialised engineering skills (mechanical and electrical) to analyse the performance of an active prosthetic device (e.g. prosthetic limb, hearing implant or artificial heart)
LO3. describe the operational principles of a number of implanted and attachable biomechatronic sensors used to monitor and/or stimulate physiological processes including those associated with hearing, seeing, thinking and movement amongst others
LO4. demonstrate an appreciation of the basics of the signal processing required to interpret bioelectrical signals and the ability to develop MATLAB code to perform this analysis.

"
AMME5790,"
At the completion of this unit, you should be able to:

LO1. develop a conceptual grasp of the intricate relationship between mind and body which will allow you to evaluate different forms of biofeedback that are used for diagnostics and rehabilitation
LO2. apply specialised engineering skills (mechanical and electrical) to analyse the performance of an active prosthetic device (e.g. prosthetic limb, hearing implant or artificial heart)
LO3. describe the operational principles of a number of implanted and attachable biomechatronic sensors used to monitor and/or stimulate physiological processes including those associated with hearing, seeing, thinking and movement amongst others
LO4. demonstrate an appreciation of the basics of the signal processing required to interpret bioelectrical signals and the ability to develop MATLAB code to perform this analysis.

"
AMME5790,"
At the completion of this unit, you should be able to:

LO1. develop a conceptual grasp of the intricate relationship between mind and body which will allow you to evaluate different forms of biofeedback that are used for diagnostics and rehabilitation
LO2. apply specialised engineering skills (mechanical and electrical) to analyse the performance of an active prosthetic device (e.g. prosthetic limb, hearing implant or artificial heart)
LO3. describe the operational principles of a number of implanted and attachable biomechatronic sensors used to monitor and/or stimulate physiological processes including those associated with hearing, seeing, thinking and movement amongst others
LO4. demonstrate an appreciation of the basics of the signal processing required to interpret bioelectrical signals and the ability to develop MATLAB code to perform this analysis.

"
AMME5520,"
At the completion of this unit, you should be able to:

LO1. Approach research papers in a professional and research-orientated manner, and conduct critical reviews of these papers
LO2. Implement simple path generation algorithms, controllers and decision metrics for an autonomous system in order to meet specific mission objectives
LO3. Understand a number of different path generation and control algorithms implemented in autonomous systems and how they are linked to optimality criteria, platform stability and vehicle constraints.
LO4. Understand how ""cost functions"" are used to define mission objectives in a mathematical form, so that autonomous systems can make decisions about their next action.

"
AMME5520,"
At the completion of this unit, you should be able to:

LO1. Approach research papers in a professional and research-orientated manner, and conduct critical reviews of these papers
LO2. Implement simple path generation algorithms, controllers and decision metrics for an autonomous system in order to meet specific mission objectives
LO3. Understand a number of different path generation and control algorithms implemented in autonomous systems and how they are linked to optimality criteria, platform stability and vehicle constraints.
LO4. Understand how ""cost functions"" are used to define mission objectives in a mathematical form, so that autonomous systems can make decisions about their next action.

"
AMME5520,"
At the completion of this unit, you should be able to:

LO1. Approach research papers in a professional and research-orientated manner, and conduct critical reviews of these papers
LO2. Implement simple path generation algorithms, controllers and decision metrics for an autonomous system in order to meet specific mission objectives
LO3. Understand a number of different path generation and control algorithms implemented in autonomous systems and how they are linked to optimality criteria, platform stability and vehicle constraints.
LO4. Understand how ""cost functions"" are used to define mission objectives in a mathematical form, so that autonomous systems can make decisions about their next action.

"
AMME5520,"
At the completion of this unit, you should be able to:

LO1. Approach research papers in a professional and research-orientated manner, and conduct critical reviews of these papers
LO2. Implement simple path generation algorithms, controllers and decision metrics for an autonomous system in order to meet specific mission objectives
LO3. Understand a number of different path generation and control algorithms implemented in autonomous systems and how they are linked to optimality criteria, platform stability and vehicle constraints.
LO4. Understand how ""cost functions"" are used to define mission objectives in a mathematical form, so that autonomous systems can make decisions about their next action.

"
AMME5520,"
At the completion of this unit, you should be able to:

LO1. Approach research papers in a professional and research-orientated manner, and conduct critical reviews of these papers
LO2. Implement simple path generation algorithms, controllers and decision metrics for an autonomous system in order to meet specific mission objectives
LO3. Understand a number of different path generation and control algorithms implemented in autonomous systems and how they are linked to optimality criteria, platform stability and vehicle constraints.
LO4. Understand how ""cost functions"" are used to define mission objectives in a mathematical form, so that autonomous systems can make decisions about their next action.

"
AMME3060,"
At the completion of this unit, you should be able to:

LO1. present numerical solutions and describe accuracy of those solutions
LO2. work with engineering standards in this area
LO3. define and solve engineering problems
LO4. write computer code to solve complex problems in engineering using finite-difference and finite-element methods
LO5. use state of the art commercial engineering software packages, such as ANSYS/FLUENT/CFX
LO6. understand stability, accuracy, and convergence.

"
AMME3060,"
At the completion of this unit, you should be able to:

LO1. present numerical solutions and describe accuracy of those solutions
LO2. work with engineering standards in this area
LO3. define and solve engineering problems
LO4. write computer code to solve complex problems in engineering using finite-difference and finite-element methods
LO5. use state of the art commercial engineering software packages, such as ANSYS/FLUENT/CFX
LO6. understand stability, accuracy, and convergence.

"
AMME3060,"
At the completion of this unit, you should be able to:

LO1. present numerical solutions and describe accuracy of those solutions
LO2. work with engineering standards in this area
LO3. define and solve engineering problems
LO4. write computer code to solve complex problems in engineering using finite-difference and finite-element methods
LO5. use state of the art commercial engineering software packages, such as ANSYS/FLUENT/CFX
LO6. understand stability, accuracy, and convergence.

"
AMME3060,"
At the completion of this unit, you should be able to:

LO1. present numerical solutions and describe accuracy of those solutions
LO2. work with engineering standards in this area
LO3. define and solve engineering problems
LO4. write computer code to solve complex problems in engineering using finite-difference and finite-element methods
LO5. use state of the art commercial engineering software packages, such as ANSYS/FLUENT/CFX
LO6. understand stability, accuracy, and convergence.

"
AMME3060,"
At the completion of this unit, you should be able to:

LO1. present numerical solutions and describe accuracy of those solutions
LO2. work with engineering standards in this area
LO3. define and solve engineering problems
LO4. write computer code to solve complex problems in engineering using finite-difference and finite-element methods
LO5. use state of the art commercial engineering software packages, such as ANSYS/FLUENT/CFX
LO6. understand stability, accuracy, and convergence.

"
MECH2400,"
At the completion of this unit, you should be able to:

LO1. demonstrate your developed skills in freehand pictorial sketching, and generate and interpret engineering drawings to AS1100 Parts 101 and 201.
LO2. demonstrate your developed skills in writing basic engineering reports which include engineering graphics and calculations.
LO3. work as an individual and as part of a team to solve abstract and analytical mechanical engineering problems.
LO4. use basic skills in creativity and idea generation methods such as group brainstorming, analogy, inversion and lateral thinking.
LO5. perform basic stress and deflection analysis using referenced equations and Australian and International standards.
LO6. design, build and test designs that address abstract performance specifications.

"
MECH2400,"
At the completion of this unit, you should be able to:

LO1. demonstrate your developed skills in freehand pictorial sketching, and generate and interpret engineering drawings to AS1100 Parts 101 and 201.
LO2. demonstrate your developed skills in writing basic engineering reports which include engineering graphics and calculations.
LO3. work as an individual and as part of a team to solve abstract and analytical mechanical engineering problems.
LO4. use basic skills in creativity and idea generation methods such as group brainstorming, analogy, inversion and lateral thinking.
LO5. perform basic stress and deflection analysis using referenced equations and Australian and International standards.
LO6. design, build and test designs that address abstract performance specifications.

"
MECH2400,"
At the completion of this unit, you should be able to:

LO1. demonstrate your developed skills in freehand pictorial sketching, and generate and interpret engineering drawings to AS1100 Parts 101 and 201.
LO2. demonstrate your developed skills in writing basic engineering reports which include engineering graphics and calculations.
LO3. work as an individual and as part of a team to solve abstract and analytical mechanical engineering problems.
LO4. use basic skills in creativity and idea generation methods such as group brainstorming, analogy, inversion and lateral thinking.
LO5. perform basic stress and deflection analysis using referenced equations and Australian and International standards.
LO6. design, build and test designs that address abstract performance specifications.

"
MECH3460,"
At the completion of this unit, you should be able to:

LO1. combine a SolidWorks component design with SolidWorks Simulation - Finite Element Analysis (FEA) as a tool in the design process of a component suitable for incorporating into a design report.
LO2. design and construct a space frame or monocoque structure (e.g. vehicle) to meet requirements such as strength and rigidity for inclusion into a design report.
LO3. design a bolted joint to carry tensile and, or shear loads using referenced equations and incorporate the solution into a design report.
LO4. calculate the weld thickness at a welded joint that is required to carry any combination of loads and incorporate the solution into a design report.
LO5. carry out fatigue life prediction in general to a designed component and incorporate the solution into a design report.
LO6. design shafts (and their associated ancillary equipment) to carry specified steady and alternating bending moments and torques using reference equations and incorporate the solution into a design report.
LO7. arrive at the principle parameters of a pair of matched spur gears, and be able to extend this to helical gears to AGMA specification and incorporate the solution into a design report.
LO8. use a numerical solver to arrive at the optimal dimensions of a component, given its loads and sufficient boundary conditions and incorporate the solution into a design report.
LO9. design a non-standard set of spur gears with consideration for speed increasing gearboxes suitable for inclusion into a design report.
LO10. analyse epicyclic gear configurations and be able to apply a final design configuration into a design report.
LO11. optimise a spring design by varing spring design elements and be able to incorporate the solution into a design report.
LO12. draft an engineering report and presentation that incorporates: spreadsheets, graphs, tables, and correct referencing methods.

"
MECH3460,"
At the completion of this unit, you should be able to:

LO1. combine a SolidWorks component design with SolidWorks Simulation - Finite Element Analysis (FEA) as a tool in the design process of a component suitable for incorporating into a design report.
LO2. design and construct a space frame or monocoque structure (e.g. vehicle) to meet requirements such as strength and rigidity for inclusion into a design report.
LO3. design a bolted joint to carry tensile and, or shear loads using referenced equations and incorporate the solution into a design report.
LO4. calculate the weld thickness at a welded joint that is required to carry any combination of loads and incorporate the solution into a design report.
LO5. carry out fatigue life prediction in general to a designed component and incorporate the solution into a design report.
LO6. design shafts (and their associated ancillary equipment) to carry specified steady and alternating bending moments and torques using reference equations and incorporate the solution into a design report.
LO7. arrive at the principle parameters of a pair of matched spur gears, and be able to extend this to helical gears to AGMA specification and incorporate the solution into a design report.
LO8. use a numerical solver to arrive at the optimal dimensions of a component, given its loads and sufficient boundary conditions and incorporate the solution into a design report.
LO9. design a non-standard set of spur gears with consideration for speed increasing gearboxes suitable for inclusion into a design report.
LO10. analyse epicyclic gear configurations and be able to apply a final design configuration into a design report.
LO11. optimise a spring design by varing spring design elements and be able to incorporate the solution into a design report.
LO12. draft an engineering report and presentation that incorporates: spreadsheets, graphs, tables, and correct referencing methods.

"
MECH3460,"
At the completion of this unit, you should be able to:

LO1. combine a SolidWorks component design with SolidWorks Simulation - Finite Element Analysis (FEA) as a tool in the design process of a component suitable for incorporating into a design report.
LO2. design and construct a space frame or monocoque structure (e.g. vehicle) to meet requirements such as strength and rigidity for inclusion into a design report.
LO3. design a bolted joint to carry tensile and, or shear loads using referenced equations and incorporate the solution into a design report.
LO4. calculate the weld thickness at a welded joint that is required to carry any combination of loads and incorporate the solution into a design report.
LO5. carry out fatigue life prediction in general to a designed component and incorporate the solution into a design report.
LO6. design shafts (and their associated ancillary equipment) to carry specified steady and alternating bending moments and torques using reference equations and incorporate the solution into a design report.
LO7. arrive at the principle parameters of a pair of matched spur gears, and be able to extend this to helical gears to AGMA specification and incorporate the solution into a design report.
LO8. use a numerical solver to arrive at the optimal dimensions of a component, given its loads and sufficient boundary conditions and incorporate the solution into a design report.
LO9. design a non-standard set of spur gears with consideration for speed increasing gearboxes suitable for inclusion into a design report.
LO10. analyse epicyclic gear configurations and be able to apply a final design configuration into a design report.
LO11. optimise a spring design by varing spring design elements and be able to incorporate the solution into a design report.
LO12. draft an engineering report and presentation that incorporates: spreadsheets, graphs, tables, and correct referencing methods.

"
MECH3460,"
At the completion of this unit, you should be able to:

LO1. combine a SolidWorks component design with SolidWorks Simulation - Finite Element Analysis (FEA) as a tool in the design process of a component suitable for incorporating into a design report.
LO2. design and construct a space frame or monocoque structure (e.g. vehicle) to meet requirements such as strength and rigidity for inclusion into a design report.
LO3. design a bolted joint to carry tensile and, or shear loads using referenced equations and incorporate the solution into a design report.
LO4. calculate the weld thickness at a welded joint that is required to carry any combination of loads and incorporate the solution into a design report.
LO5. carry out fatigue life prediction in general to a designed component and incorporate the solution into a design report.
LO6. design shafts (and their associated ancillary equipment) to carry specified steady and alternating bending moments and torques using reference equations and incorporate the solution into a design report.
LO7. arrive at the principle parameters of a pair of matched spur gears, and be able to extend this to helical gears to AGMA specification and incorporate the solution into a design report.
LO8. use a numerical solver to arrive at the optimal dimensions of a component, given its loads and sufficient boundary conditions and incorporate the solution into a design report.
LO9. design a non-standard set of spur gears with consideration for speed increasing gearboxes suitable for inclusion into a design report.
LO10. analyse epicyclic gear configurations and be able to apply a final design configuration into a design report.
LO11. optimise a spring design by varing spring design elements and be able to incorporate the solution into a design report.
LO12. draft an engineering report and presentation that incorporates: spreadsheets, graphs, tables, and correct referencing methods.

"
MECH5720,"
At the completion of this unit, you should be able to:

LO1. assimilate information regarding the myriad of possibilities for the design of a sensor, and to convey this information to ones colleagues
LO2. develop skills for efficient project management in a team environment
LO3. integrate incomplete information and make value judgements to solve a sensing problem by using engineering ""gut feel"", rather than a rigorous analytical approach
LO4. apply specialised engineering skills (mechanical, electrical, and software) to analyse the performance of a sensor
LO5. understand active sensors, their outputs, and applicable signal processing techniques, and demonstrate an appreciation of the basic sensors that are available to engineers, and when they should be used
LO6. describe a number of sensors
LO7. make a distinction between sensor performance, based on simulation and measurement.

"
MECH5720,"
At the completion of this unit, you should be able to:

LO1. assimilate information regarding the myriad of possibilities for the design of a sensor, and to convey this information to ones colleagues
LO2. develop skills for efficient project management in a team environment
LO3. integrate incomplete information and make value judgements to solve a sensing problem by using engineering ""gut feel"", rather than a rigorous analytical approach
LO4. apply specialised engineering skills (mechanical, electrical, and software) to analyse the performance of a sensor
LO5. understand active sensors, their outputs, and applicable signal processing techniques, and demonstrate an appreciation of the basic sensors that are available to engineers, and when they should be used
LO6. describe a number of sensors
LO7. make a distinction between sensor performance, based on simulation and measurement.

"
MECH5720,"
At the completion of this unit, you should be able to:

LO1. assimilate information regarding the myriad of possibilities for the design of a sensor, and to convey this information to ones colleagues
LO2. develop skills for efficient project management in a team environment
LO3. integrate incomplete information and make value judgements to solve a sensing problem by using engineering ""gut feel"", rather than a rigorous analytical approach
LO4. apply specialised engineering skills (mechanical, electrical, and software) to analyse the performance of a sensor
LO5. understand active sensors, their outputs, and applicable signal processing techniques, and demonstrate an appreciation of the basic sensors that are available to engineers, and when they should be used
LO6. describe a number of sensors
LO7. make a distinction between sensor performance, based on simulation and measurement.

"
MECH5720,"
At the completion of this unit, you should be able to:

LO1. assimilate information regarding the myriad of possibilities for the design of a sensor, and to convey this information to ones colleagues
LO2. develop skills for efficient project management in a team environment
LO3. integrate incomplete information and make value judgements to solve a sensing problem by using engineering ""gut feel"", rather than a rigorous analytical approach
LO4. apply specialised engineering skills (mechanical, electrical, and software) to analyse the performance of a sensor
LO5. understand active sensors, their outputs, and applicable signal processing techniques, and demonstrate an appreciation of the basic sensors that are available to engineers, and when they should be used
LO6. describe a number of sensors
LO7. make a distinction between sensor performance, based on simulation and measurement.

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
MECH3660,"
At the completion of this unit, you should be able to:

LO1. Contribute to effective team processes
LO2. Understand the fundamental principles of manufacturing technologies for mechanical and mechatronic engineering
LO3. Discuss the major problems in the current manufacturing practice and provide suggestions to overcome or improve them
LO4. Determine the functional requirements of a product in terms of application and suitability
LO5. Discuss the merits and disadvantages of an individual manufacturing method
LO6. Determine the basic manufacturing considerations necessary to realise the function, including the selection of materials and the manufacturing method, taking into account the strength and reliability
LO7. Display familiarity in the use of CNC machining in manufacturing

"
ELEC1103,"
At the completion of this unit, you should be able to:

LO1. draw on diverse sources of information and synthesise the information to make clear and meaningful conclusions with respect to the lab and tutorial work
LO2. clearly explain the workings of the circuits in the lab experiments and lab tests
LO3. learn in a team and participate constructively in the lab experiments by drawing on diverse skills and aptitudes of the team members
LO4. appreciate the professional and ethical responsibilities of an electrical engineer
LO5. evaluate performance of electrical and electronic circuits including the ability to recognize engineering limitations
LO6. analyse electrical circuits proficiently
LO7. use electronic lab equipment, making electrical measurements and interpretations
LO8. analyse and design simple circuits using a clearly defined system based approach to solve a specific problem
LO9. demonstrate a basic understanding of physics of inductors, resistors and capacitors

"
ELEC1103,"
At the completion of this unit, you should be able to:

LO1. draw on diverse sources of information and synthesise the information to make clear and meaningful conclusions with respect to the lab and tutorial work
LO2. clearly explain the workings of the circuits in the lab experiments and lab tests
LO3. learn in a team and participate constructively in the lab experiments by drawing on diverse skills and aptitudes of the team members
LO4. appreciate the professional and ethical responsibilities of an electrical engineer
LO5. evaluate performance of electrical and electronic circuits including the ability to recognize engineering limitations
LO6. analyse electrical circuits proficiently
LO7. use electronic lab equipment, making electrical measurements and interpretations
LO8. analyse and design simple circuits using a clearly defined system based approach to solve a specific problem
LO9. demonstrate a basic understanding of physics of inductors, resistors and capacitors

"
ELEC1103,"
At the completion of this unit, you should be able to:

LO1. draw on diverse sources of information and synthesise the information to make clear and meaningful conclusions with respect to the lab and tutorial work
LO2. clearly explain the workings of the circuits in the lab experiments and lab tests
LO3. learn in a team and participate constructively in the lab experiments by drawing on diverse skills and aptitudes of the team members
LO4. appreciate the professional and ethical responsibilities of an electrical engineer
LO5. evaluate performance of electrical and electronic circuits including the ability to recognize engineering limitations
LO6. analyse electrical circuits proficiently
LO7. use electronic lab equipment, making electrical measurements and interpretations
LO8. analyse and design simple circuits using a clearly defined system based approach to solve a specific problem
LO9. demonstrate a basic understanding of physics of inductors, resistors and capacitors

"
ELEC1103,"
At the completion of this unit, you should be able to:

LO1. draw on diverse sources of information and synthesise the information to make clear and meaningful conclusions with respect to the lab and tutorial work
LO2. clearly explain the workings of the circuits in the lab experiments and lab tests
LO3. learn in a team and participate constructively in the lab experiments by drawing on diverse skills and aptitudes of the team members
LO4. appreciate the professional and ethical responsibilities of an electrical engineer
LO5. evaluate performance of electrical and electronic circuits including the ability to recognize engineering limitations
LO6. analyse electrical circuits proficiently
LO7. use electronic lab equipment, making electrical measurements and interpretations
LO8. analyse and design simple circuits using a clearly defined system based approach to solve a specific problem
LO9. demonstrate a basic understanding of physics of inductors, resistors and capacitors

"
ELEC3204,"
At the completion of this unit, you should be able to:

LO1. explain, demonstrate, and report the finding of the project
LO2. work with partners to fulfil the project requirement
LO3. display professional behavior and honesty
LO4. design and build practical power electronics
LO5. complete simulations of power electronics
LO6. test and troubleshoot power converters
LO7. complete modelling and analysis of power electronics.

"
ELEC3204,"
At the completion of this unit, you should be able to:

LO1. explain, demonstrate, and report the finding of the project
LO2. work with partners to fulfil the project requirement
LO3. display professional behavior and honesty
LO4. design and build practical power electronics
LO5. complete simulations of power electronics
LO6. test and troubleshoot power converters
LO7. complete modelling and analysis of power electronics.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
ELEC3404,"
At the completion of this unit, you should be able to:

LO1. conduct simulation-based work using circuits and associated simulation software packages such as LTSpice to solve a particular problem
LO2. design power amplifiers and output stages, digital and integrated circuits using techniques and principles presented in the course
LO3. use basic circuit building blocks to create more advanced circuits within the scope and to the extent of the information presented
LO4. demonstrate an understanding of operational amplifiers and their internal devices, including BJT and CMOS transistors, DC biasing techniques, circuit building blocks and small signal modelling
LO5. apply specific principles and techniques to SPICE circuit simulation using a variety of different software packages from leading industry vendors to the extent of the material presented
LO6. determine the stability of feedback amplifiers and their steady state performance
LO7. demonstrate an understanding of fundamental issues in electronic circuit design such as non-idealities of amplifiers and the effect of passive and parasitic components
LO8. instigate inquiry to extend the knowledge and awareness of supplementary techniques, concepts and materials using varied resources and media formats within the context of the projects and problems investigated
LO9. make written and oral presentations concisely and accurately, in the form of tutorial presentations, lab reports, and project report
LO10. work in a team to discuss with and draw upon the diverse skills and knowledge of other team members in conducting lab experiments.

"
